real_name,positive_names,negative_names
MarkWest Energy Partners,"['MärkWest Energy Partners', 'MàrkWest Energý Partners', 'MarkWest Energy Partnérs.']","['Regency Energy Partnèrs', ""NgL Energy Partner's"", 'NGL Energy Partners', 'régency energy Partners']"
Markel,"['Marḱel', 'Märkel', 'Mar kel']","['Sabre', 'Merck', 'Mèrck', 'Mattel', 'NewMarket', 'Mêrck', 'Mat tel', 'NèwMarket']"
Marriott International,"['Marri0tt Inter national', 'MaRriott Internationàl', 'Màrriott Internationàl']","['RPM International', 'Baxter International', 'Cameron Inte rnational', 'Navistar International', 'Edison International', 'Cameron International']"
Marsh & McLennan,"['Marsh & McLennañ.', 'Mars h & McLeñnan', 'Màrs h & McLennan']","['Lenn.ar', 'Barnes & Noble', 'Barnès & noblè', 'Lennar', 'Bar nes & Noble', 'Waste  Management']"
Martin Marietta Materials,"['Màrtin Marietta. Materials', 'Martin Maríetta Material5', 'Mártin Marietta Materials']","['Applied Materials', 'Marri0tt Inter national', 'Mo mentive Performance Materials.', 'Momentive Performance Materials', 'Marriott International', 'Vúlcan Materials']"
MasTec,"['MasTèc', 'Ma5Tec', 'Mástec']","['Merck', 'Masco', 'Mas co', 'Ma5c0', 'Mósaic']"
Masco,"['Ma5c0', 'Mà5co', 'Mas co']","['MasTèc', 'Watsc0', 'Wat5co', 'MasTec', 'Mósaic', 'Watsco', '5ysco', 'Ma5Tec']"
Massachusetts Mutual Life Insurance,"['Ma55achusetts Mutual Life Insurance', 'Massachusetts Mutuál Life Insurance', 'Massachusetts Mútual Life Insùrance']","['Penn Mutual Life Insurance', 'PennMu tual Life Insurance', 'Penń Mutua1 Life Insurance']"
MasterCard,"['MàsterCard', 'Ma5terCard', 'MasterCárd']","['Cáterpi11ar', 'Panera Bread', 'Mattel', 'Caterpillar', 'Caterpil1ar.', 'MasTec', 'Mástec']"
Mattel,"['Mat tel', 'Màttel', 'Mattèl']","['MarathonOíl', 'Markel', 'Intel', 'Märkel', 'Mar kel', 'Marḱel', 'Mástec']"
Maxim Integrated Products,"['Màxim Integrated Products.', 'Maxím In tegrated Products', 'Max1m Integratèd Products']","['Universal Forest Products', 'Univer5al. Forest Products', 'ResoluteFore5t Products', 'Uni veςsal Forest Products']"
McCormick,"['MçCormick', 'McC0rm1ck', 'Mc Cormick']","['Merck', 'Mèrck', 'Mêrck', 'Comerica']"
McDonald's,"[""McDona1d's"", ""mCd0na1d's"", ""McDonald's.""]","[""Wendy's"", ""wendý's"", 'D0naldson', 'Donaldson', ""Moody's"", 'Donal dson']"
McGraw Hill Financial,"['MćGraw Hill Financial', 'McGrawHill Financial.', 'McGraw Hìll Financial']","['Ocwèñ Financial', 'Ally Financial', 'Ocwen Financial', 'Principal Financial', 'Stifel Financial']"
McKesson,"['McKèsson', 'McKe5son', 'MçKesson']","['Microsoft', 'SùneDison', 'Towers Watson', 'M1chaels Co5.', 'Micr0soft', 'Michaels Cos.', 'Hess', 'Mà5co', 'TówersWatson']"
Mead Johnson Nutrition,"['Mead J0hnson Nutrition', 'Me ad.Johnson Nutrition', 'MéadJohnson Nutrìtion']","['Johnson C0ntrols.', 'Johnson Controls', 'Edìson Internationál', 'Ed ison In ternational', 'Joh nson Control5']"
MeadWestvaco,"['MèadWestvaco', 'MeadWestvaç0', 'MeadWèstvaco']","['Masco', 'W est', 'West', 'Mas co', 'Teradata']"
Medical Mutual of Ohio,"['Mèdical. Mutua1 of Ohio', 'Medícal Mutual of Ohi0', 'Medica1 Mutua1 of O hio']","['Mutuál of Omaha Insurance', 'Mùtual of Omaha Insurance', 'Amica Mutual Insurance', 'Mutual of Omaha Insurance', 'Expedit0rs Internat1onal of Wáshington']"
Mednax,"['MeDnax', 'Me dnax', 'Mèdnax']","['CarMax', 'FedEx', 'Ciena', 'Aetna', 'CaŕMax', 'Fe dEx', 'èXpedia', 'àMgen']"
Men's Wearhouse,"[""Mèn's Wearhouse"", ""Men's Wear house"", ""M3n's Wèarhouse""]","['Weyerhàeuser', 'Weyer hauser', 'Weyerhaeuser']"
Merck,"['Mer ck', 'Mèrck', 'Mêrck']","['MçCormick', 'McC0rm1ck', 'McCormick']"
Mercury General,"['Mèrcury Geñeral', 'Mèrcury General', 'Mercùry. General']","['D0llar General', 'Dollar_General', 'Dollar General']"
Meritage Homes,"['Meritage. Homes', 'Mèritage H0mes', 'MériTagè Homès']","['Via com', 'Meritor', 'Magellan Health', 'Merit0r', 'Meri tor', 'raNge resourCes', 'Big Lots']"
Meritor,"['Merit0r', 'Meri tor', 'Mèrítor']","['Insperity', 'In5perity', 'Merck', 'Ford Motor', 'Kroger', 'Verizon', 'Meritage Homes', 'Meritage. Homes', 'F0rd M0tor']"
MetLife,"['MetLifè', 'MètLife', 'MètLife.']","['ProtèctiveLife', 'Protective Life', 'Pr0tective Life', 'Greif', 'Màttel', 'Mástec', 'Z0etis', 'Zoetis']"
Metaldyne Performance Group,"['Meta1dyne Performance Gròup', 'Metaldyne Performánce Group', 'Metàldyne Performance Gróup']","['Sentry Insurànce Group', 'Momentive Performance Materials', 'Mo mentive Performance Materials.', 'M0mentive Performance Materíals']"
Mettler-Toledo International,"['Mett1er-Toledo Internationa1', 'Me ttlèr-Toledo International', 'Mettler-Toledò International']","['Mondelez International', 'Towe rInternationa1', 'Baxter International', 'Tower International', 'Mondelez. International']"
Michaels Cos.,"[""Michael5 Co's."", 'Micháels C.ôs.', 'M1chaels Co5.']","['Travelers Co5.', 'Travelers Cos.', 'Třavelers Cos.', 'McKesson']"
Micron Technology,"['mIcon Technology', 'Mícroñ Technology', 'Miçron Techn0logy']","['Amkor Technology', 'Carpènter Technology', 'Carpenter Technology', 'Aмkor Technólogy', 'FMC Technologies', 'FMÇ Technologies']"
Microsoft,"['m1crosoft', 'Micr0soft', 'Micro.soft']","['Wi1lbros Group', 'Hαrsco', 'Echostär', 'Ingŕam Micro', 'Monsanto', 'McKèsson', 'Ingram Micro']"
Mohawk Industries,"['Mòhawk Industries', 'Mo Hawk Industries', 'Mohawk Indu5tries']","['Thør Industries', 'ABM Indu5tries', 'AßM Industries', 'Thor Industries', 'ABM Industries']"
Molina Healthcare,"['Mo1ina Health.care', 'Mólina Healthcare', 'M0lina Hea1thcare']","['Kinᵈred Healthcare', 'Teneť Healthcare', 'Kindred Healthcare']"
Molson Coors Brewing,"['Molson Còors Brew1ng', 'Molson Co ors Brewi-ng', 'M0ls0n Coors Brewing']","['Johnson Controls', 'Monster Beverage', 'J0hnson Contr01s', '0wens Corning', 'Owens Corning']"
Momentive Performance Materials,"['Mo mentive Performance Materials.', 'Momentive Perf0rmance Mater1als', 'M0mentive Performance Materíals']","['Metaldyne Performance Group', 'Meta1dyne Performance Gròup', 'Metàldyne Performance Gróup']"
Mondelez International,"['Mondelez. International', 'M0nde1ez Internat1onal', 'Mondélez Intèrnational']","['Honeywell International', 'RPM International', 'H0neywell International', 'Èdison Internat1onal', 'Tower International', 'Towér International']"
Monsanto,"['Mònѕanto', 'Monsant0', 'Mon5anto']","['Manitowoc', 'Huntsman', 'Mosaïc', 'Man1towoc', 'Mosaic', 'Manítowoc']"
Monster Beverage,"['Mønster Beverãge', 'Monstèr Beve rage', 'M0nster Beverage']","['Panera Bread', 'Wèstar Energy', 'Panerà Bread', 'Ene rgen', 'Mercury General', 'Änterò Resources', 'Con vergys']"
Moody's,"[""Móody's."", ""Moo dy's"", ""M0ody's""]","[""Mácy's"", ""Màcy's"", ""Roundy's""]"
Moog,"['M oog', 'Mo0g', 'Moog.']","['Masco', 'Google', 'Goog.le', ""Moody's"", 'Mà5co', 'Goog1e', 'àMgen']"
Morgan Stanley,"['M0rgan Stanley', 'Morgan. Stanley', 'Morgan Stánley']","['JP Morgan Chase', 'nu StarEnergy', 'jp Morgan Cha5e', 'Targa Energy']"
Mosaic,"['Mósaic', 'M0sai c', 'Mosaïc']","['Manitowoc', 'Masco', 'Monsanto', 'Monsant0', 'Mas co', 'Ma5c0']"
Motorola Solutions,"['Motor0la Solu tions', 'Motor0la Solutíons', 'Mötorola Solutions']","['Skyworks Solutions', 'Skyworks Solutìons', 'Skýworks Solut1ons']"
Mueller Industries,"['Muelleŕ Industries', 'Muèller Indu5tries', 'Mueller Industrìes']","['Thør Industries', 'ABM Indu5tries', 'AßM Industries', 'ABM Indu\tstries', 'ABM Industries']"
Murphy Oil,"['Murphý Oil', 'Murphy Oi1', 'Murphy 0il']","['Marath0n Oil', 'Murphý USA', 'Marathon Oil', 'Murphy USA', 'MuRphy USa']"
Murphy USA,"['Murphý USA', 'Mur phi USA', 'MuRphy USa']","['Murphý Oil', 'Murphy Oil', 'Murphy Oi1', 'Murphy 0il']"
Mutual of America Life Insurance,"['Mu tual of America L1fe Insurance', 'Mutual of Americá Life Insurance.', 'Mutuál of Amer1ca Life Insurance']","['Mutuál of Omaha Insurance', 'Mùtual of Omaha Insurance', 'Penn Mutual Life Insurance', 'Mutual of Omaha Insurance', 'PennMu tual Life Insurance']"
Mutual of Omaha Insurance,"['Mutuál of Omaha Insurance', 'Mùtual of Omaha Insurance', 'Mutual 0f Omaha Insurance']","['Mutual of America Life Insurance', 'Mu tual of America L1fe Insurance', 'PennMu tual Life Insurance', 'Mutuál of Amer1ca Life Insurance']"
NBTY,"['NBTý', 'NBtY', 'NBT.']","['ÅNN', 'lBM', 'ÀDT', 'cBs']"
NCR,"['N℣R', 'N.C.R', 'NC R', 'nCR']","['NVR', ""CARTer's"", 'ÅNN', 'CÁ', 'TIAA.CREF', 'NVR.', 'CA']"
NGL Energy Partners,"[""NgL Energy Partner's"", 'NGL Enèrgy Partners', 'NGL EñergyPartner5']","['MärkWest Energy Partners', 'Reg ency Energy Partners', 'Regency Energy Partners']"
NII Holdings,"['NII Hodlings', 'NII. Hold1ngs', 'N1I Holdings']","['WGL Hold1ngs', 'WGL Holdings', 'WG LHoldings', 'HCA. Holdings', 'GNC Holdings', 'GNC HolDings']"
NRG Energy,"['NRg Energie', 'NRG-Energy', 'NRG ènergy']","['Puget Energy', 'NoblèEner gy', 'Entergy', 'OGÈ Energy', 'OGE Energy', 'Targa Energy', 'Noble Energy']"
NVR,"['nV R', 'NVR.']","['VWR.', 'VWR', 'VwR', 'VW R']"
Nasdaq OMX Group,"['Nasdaq O M X Group', 'Nasda q OMX Grou p', 'Nàsdaq OMX Gr0up']","['Ne1man Marcus Group', 'Neiman Marcus Group', 'Neiman Marcús Group', 'Alaska Air Group']"
National Fuel Gas,"['National FuèlGas', 'Natìonal Fuèl Gas', 'Nati0nal Fuel Ga5']","['National ÒilwellVa rco', 'Nati0nal Oilwell Varco', 'NaTìonal Oilwel1 Varco', 'Penn National Gaming', 'Penn Nati0nal  Gaming', 'National Oilwell Varco']"
National Oilwell Varco,"['National ÒilwellVa rco', 'NaTìonal Oilwel1 Varco', 'Nati0nal Oilwell Varco']","['National FuèlGas', 'National Fuel Gas', 'Natìonal Fuèl Gas', 'Nati0nal Fuel Ga5']"
Nationstar Mortgage Holdings,"['Natíonstar Mortgage H0ldings', 'Nationstar M0rtgage Holdings', 'Nati0nstar MortgageHolding5']","['Windstream Holdings', 'Hilton Worldwide Holdings', 'Dana Holding', 'Plaíns GP Holdings', 'Plains GP Holdings', 'Hilt on Wor1dwide Holdings', 'Windstream. Holdings']"
Nationwide,"['Na tionwide', 'Nat1onwide', 'Nationwide.']","['National Fuel Gas', 'AutoNatíon', 'AutoNation', 'Aut0Nation', 'AutoNat1on']"
Navient,"['Na.vient', 'Nafient', 'Nav1ent']","['Ávnet', 'NèwMarket', 'avnEt', 'Nike']"
Navistar International,"['Nav1star International', 'Navi5tar Internatìonal', 'Navistar International.']","['Anixter International', 'Baxte r International', 'Baxter International', 'Parèxel International']"
Neiman Marcus Group,"['Nei man Marcus Gr0up', 'Ne1man Marcus Group', 'Neiman Marcús Group']","['War ner Music Group', 'Goldman Sachs Group', 'Warner Music Group', 'Goldman Sachs Gróup', 'G0ldman Sachs Gr0up']"
NetApp,"['NetAp.p', 'NètApp', 'Ne tApp']","['App.le', 'App1e', 'Apple']"
Netflix,"['Netfl.ix', 'N e tflix', 'Nètflix']","['X1linx', 'E xelis', 'Xilinx', 'Nafient', 'Zo etis', 'Ne tApp', 'Z0etis', 'Zoetis']"
New Jersey Resources,"['New Jersey Resourcès', 'Nèw Jersey.Resource5', 'Nèw Jersey Resources']","['Änterò Resources', 'Denbury Resources', 'Denbury Res ources', '5prague Resource5']"
New York Life Insurance,"['New York Lifè Insurance', 'NeW York Life Insurance', 'New York Li fe Insurance']","['Penn Mutual Life Insurance', 'PennMu tual Life Insurance', 'Penń Mutua1 Life Insurance']"
NewMarket,"['NewMarkèt', 'NèwMarket', 'Ne wMarket']","['We isMarkets', 'Markel', 'Weïs Markèts', 'Mar kel', 'Weis Markets', 'We1s Markets']"
Newell Rubbermaid,"['Newel1 Rubberma1d', 'Newell  Rubbermaid', 'Newe11 Rubbermaid']","['Honeywell International', 'Cooper Tire & Rubber', 'Cøoper Tire & Rubber', 'H0neywell International', 'Honeywell Internationa1', 'Cooper T1re & Rubber']"
Newfield Exploration,"['Newfield Exploratíon', 'Nèwfield Exploration', 'Newfie1d Explorati0n']","['Honeywell International', 'Swift Transportation', 'Swíft Transportation', 'Rockwell Automation', 'Lóckheed Martin']"
Newmont Mining,"['Neẃmont Mìnìng', 'Newmont Mininģ.', 'Nèwmont Min1ng']","['United Refining', 'United Refining.', 'Ünìted Refining', 'Corning', 'Owens Corning', 'Western Refining.', 'Devon Energy', 'Iron Mountain']"
News Corp.,"['News C0rp.', 'Ne ws Corp.', 'Nèws Corp.']","['PG&E Corp.', 'Ke yCorp', 'Bb&T Corp.', 'PG&È Corp.']"
Nexeo Solutions Holdings,"['Neхeó Solutions Hòldings', 'Nexeo Solutio ns Holdings', 'Neхео Soluti0ns Holdings']","['Leidos. Holdings', 'Plains GP Holdings', 'Delek US Holdings', 'Silgan Holdings', 'Leidos Holdings', 'Pläins GP Holdings']"
NextEra Energy,"['NèxtEra Enèrgy', 'NextEraEnergy', 'NextÉra  Energy']","['Westár Enèrgy', 'Wèstar Energy', 'Spectra Energy', 'S pectra Energy', 'NuStar Energy', 'Speçtra Energy']"
NiSource,"['NìSourcè', 'NiS0urce', 'N1Source']","['Scan S0urce', 'Nortek', 'Scan5ourcé', 'Nike', 'Southern', 'ScanSource']"
Nike,"['Níke', 'Ni ke', 'NIKE.']","['N0rtek.', 'Tim ken', 'Navient', 'NetAp.p', 'NewMarket', 'Nvi.dia', 'Timken', 'NèwMarket', 'Ne wMarket']"
Noble Energy,"['NoblèEner gy', 'N0ble Energy', 'Nob1e Energy']","['Xcèl Energy', 'TECo Energy', 'Xcel Energy', 'Consol Energy', 'NRG Energy', 'Válèrò Energy', 'Cónsol Energy', 'Valero Energy']"
Nordstrom,"['Nòrdstr0m', 'Nordst rom', 'nOrd5trom']","['Northrop Grùmman', 'ParPetro1eum', 'Broadcom', 'FìrstSòlar', 'FordMotòr', 'Lándstārsystem', 'Broadçom', 'Northrop Grumman']"
Norfolk Southern,"['Norfol kSouthern', 'N0rfolk Southern', 'Norfölk Southérn']","['Skýworks Solut1ons', 'Sout hern', 'Soùthern', 'Southern', 'Mötorola Solutions']"
Nortek,"['N0rtek.', 'Nørtèk', 'Nor tek']","['N1Source', 'Níke', 'amEtek.', 'Nòrdstr0m', 'NiSource', 'oneÖk', 'NìSourcè', 'Ametek', 'Norther.n Trust']"
Northern Tier Energy,"['Northern Tier Enèrgy', 'Northe rn TierEnergy', 'Ν0rthern Tíer Energy']","['Northern Trust', 'Southwestern Energy', 'SouthWeStern Energy', 'Southwèstern Energy', 'Norther.n Trust']"
Northern Trust,"['Norther.n Trust', 'Nrthern Trust', 'Northerñ Trust']","['Northwestern Mutual', 'Northern Tier Energy', 'Northern Tier Enèrgy', 'Nørthwèstern Mutual', 'Northrop Grumman']"
Northrop Grumman,"['N0rthrop Grumman', 'Northrop Grumman.', 'Northrop Grùmman']","['Northern Trust', 'Nordstrom', 'Nrthern Trust', 'Nordst rom', 'Northerñ Trust', 'Norther.n Trust']"
Northwestern Mutual,"['N0rthwestern Mutua1', 'Nørthwèstern Mutual', 'Nørthwestern. Mutual']","['Norther.n Trust', 'Western Digital', 'Nrthern Trust', 'Northern Trust']"
Nu Skin Enterprises,"['NùSkin Enterprises', 'Nu Skin Enterpr1ses', 'Nu Sk1n Enterprìses']","['Ru5h Enterprises', 'Ícahn Enterpríses', 'Icahn Enterprises', 'Rush Enterprises']"
NuStar Energy,"['Nu5tar Energy', 'NuStar Énergy', 'nu StarEnergy']","['Wèstar Energy', 'Westar Energy', 'We5tarEnergy', 'NextEra Energy', 'Speçtra Energy']"
Nucor,"['Nuc0r', 'Nu cor', 'Nucòr']","['Fluor', 'NiS0urce', 'Nortek', 'F1uor', 'NiSource', 'NìSourcè']"
Nvidia,"['Nåvidia', 'Nvi.dia', 'nVídia']","['Expedia', 'Expèdia', 'iHeártMedia', 'iHeartMedia', 'èXpedia']"
O'Reilly Automotive,"[""O'Rèilly Auto motive"", ""O'Rei11y Automotive"", ""O'Reilly. Aut0motive""]","['Sońic Automot1ve', 'Rockwell Automation', 'R0ckwell Automation', 'S0nic Automotivè', 'Sonic Automotive']"
OGE Energy,"['OG EEnèrgy', 'OGE Enèrgy', 'OGÈ Energy']","['NRG Energy', 'EP En3rgy', 'EP Enèrgy', 'SM Energy', 'EP Energy', 'TECO Energy']"
ON Semiconductor,"['O N Semiconductor', '0N Semic0nduct0r', 'ON Sèmiconductor']","['Nucor', 'J.M. Smucker', 'J.M. Smucker.', 'Á.O. Smith', 'A.O. Smith', 'J.M. Sínucker']"
Oaktree Capital Group,"['Oaktrèe Capital Group', '0aktree Cap1tal Group', 'Oak tree Capi.tal Group']","['Dr Pepper Snapple Group', 'CNO Financial Group', 'Altria Group', 'Hain Celestial Group', 'Hain. Celestial Group']"
Occidental Petroleum,"['OccidentálPetroleum', 'Occ1dental Petr0leum', 'Occi dental Petroleum']","['Whiting. Petrol eum', 'Anadarko Petroleum', 'Wh1ting Petroleum', 'Whiting Petroleum', 'Par Petroleum']"
Oceaneering International,"['Oceáneering. International', '0ceanèering International', 'Oceaneering Internationa1']","['Cameron Inte rnational', 'Cameron International', 'Lennox International', 'Brinker International']"
Ocwen Financial,"['Ocwen FinanciaI', 'Ocwèñ Financial', 'ocWen Financial']","['V0ya Financial', 'Regions Financial', 'Re giòns Financial', 'Ally Financial', 'Jones Financial', 'Voya Financial']"
Office Depot,"['Offíce Depot', '0ffice Dep0t', 'OfficeDep ot']","['H0me Depot', 'Home Depot', 'faNnie MAe', 'Hom eDepot']"
Oil States International,"['0il States lnternational', 'Oil. States Internat1onal', 'Oil State5 lnternational']","['Anixter International', 'Baxte r International', 'Baxter International']"
Old Dominion Freight Line,"['Ǒld Dõminion Freight Line', 'Old Dòminion Frèight Line.', '0ld Dòminìon Freight Line']","['Mead Johnson Nutrition', 'Mead J0hnson Nutrition', 'Delta Air Lines', 'Dominion Resources']"
Old Republic International,"['Old Republíc Internátional', '0ld Republic International.', '0ld Repu6lic International']","['Par exel International', 'Mondelez International', 'Ed ison In ternational', 'Oil States International']"
Olin,"['0lin', 'Ólin', 'O 1in']","['X1linx', 'Xilinx', 'Cálpine', 'WABCO Holdings', 'WABCO H0ldings']"
Omnicare,"['Omn1care', 'Omnicáre', '0mnicare']","['American Express', 'Álbemarle', 'Omnícom Gr0up', 'Comerica', 'C0mèrica', 'Omnicom Group', 'Omnicom Group.']"
Omnicom Group,"['0mnicom Group', 'Omnícom Gr0up', 'Omnicom Group.']","['Unum  Group', 'U.num Group', 'Unum Gr0up', 'Unum Group']"
Oneok,"['oneÖk', 'Onèok', '0neok']","['P0lyOne', 'Tenneco', 'PolyOne.', 'Pol yOne', 'Nortek', 'Ténneco', 'O 1in', 'PolyOne', 'Olin']"
Oracle,"['Oraçle', 'Oracle.', 'Orac1e']","['Crane', 'Outèrwall', 'W.R. Grace', 'Outerwal1', 'Sterícyle', 'Outerwall']"
Orbital ATK,"['Orbitál.ATK', 'Orbi tál ATK', 'Órbital ATK']","['Oracle', 'Rite Aïd', 'Ritè Aid', 'Rite Aid', 'Oraçle', 'Axial l', 'Stapl es', 'Oracle.']"
Oshkosh,"['Óshk0sh', '0shkoshl', 'Os hkòsh']","['Hèss', 'Andersons', 'Echostär', ""Mèn's Wearhouse"", 'Rádioshack', 'Hess', ""M3n's Wèarhouse"", ""Men's Wearhouse""]"
Outerwall,"['Outerwal1', 'Out erwall', 'Outèrwall']","['Oracle', 'SuperValu', 'Supervalu', 'unIversal', 'Oraçle', 'Oracle.']"
Owens & Minor,"['Owens& Minor', '0wens & Minor', 'Oweñs & Mìnor']","['Owens Cornińg', 'Owens-Illinois', 'Tesla Motors', '0wens Corning', 'Owens Corning']"
Owens Corning,"['0wens Corning', 'Owens Cornińg', ""Owen'sCorning""]","['Corn.ing', 'Corning', 'Owens& Minor', 'Owens & Minor', 'Cörning']"
Owens-Illinois,"['Owens-Ill1nòis', '0wens-Illin0is', 'Owens-1llinois']","['Owens Cornińg', ""Owen'sCorning"", 'Owens& Minor', 'GrèenPlains', 'Owens Corning', '0wens & Minor', 'Owens & Minor', 'Sherwin-Williams']"
PBF Energy,"['PBF Enèrgy', 'PBf Energy', 'PBF En ergy']","['EP En3rgy', 'SM Energy', 'EP Enèrgy', 'WPX Energy', 'EP Energy', 'EPEn ergy']"
PC Connection,"['P.C. Connection', 'Pc Connection', 'PC Connectìon']","['Waste Connection5', 'Wa5te Connections', 'Waste Connections']"
PG&E Corp.,"['pG&E Corpü', 'P G&E Corp.', 'PG&È Corp.']","['B B&T Corp.', 'Bb&T Corp.', 'BB&T Corp.']"
PNC Financial Services Group,"['PNC Financial Services Gr0up', 'P NC Financial Services Group', 'PNC Fìnancial Services Group']","['Hartford Financial Services Group', 'Hartf0rd Financial Services Group', 'Har tford Financial Services Group']"
PPG Industries,"['PPG 1ndustries', 'PPG Industries.', 'PPG Industriès']","['AßM Industries', 'Thør Industries', 'ABM Industries']"
PPL,"['PPL.', 'P¡PL', 'pPL']","['HP', 'ÁOL', 'hP']"
PVH,"['P V H', 'PvH', 'PV-H']","['V-F', 'CVȘ Health', 'HP', 'pPL', 'VF', 'CVS Health', 'hP', 'CVS Heâlth']"
Paccar,"['Paçcar', 'Paccar.', 'Paccár']","['Pràxair', 'Praxair', 'PriceSmart', 'Prax air', 'Pantry']"
Pacific Life,"['Pacifíc Life', 'Pàcific Life', 'Pacific Lìfe']","['ProtèctiveLife', 'Pfi zer', 'Protective Life', 'Un1on Pacific', 'Pr0tective Life', 'Union Pacific']"
Packaging Corp. of America,"['Paçkaging Córp of Amer1ca', 'Pãckaging Corp. of America', 'Packag1ng Corp. of Ámèrica']","['Lab0ratory Corp.of America', 'Laboratory Corp. of America', 'Laboratory C0rp. of America']"
Pall,"['Pal1', 'Pal l', 'Páll']","['Ball', 'Pool', 'Axiall', 'PoOl', 'P0ol', 'Axíall']"
Panera Bread,"['Panèra Brea d', 'Panerà Bread', 'Paneŕa. Bread']","['Hanesbrands', 'HanesBrandS', 'Prax air', 'L Brands', 'FannieMa e', 'Pitney Bowes']"
Pantry,"['Pàntry', 'Pantry.', 'Pántry']","['Patrèson', 'Entergy', 'Èntergy', 'Ente.rgy']"
Par Petroleum,"['Pàr Petroleum', 'ParPetro1eum', 'Pàr Petro1eum']","['Màrat hon Petroleum', 'Marathon Petroleum', 'Anadarko Petroleum', 'Marathon. Petroleum']"
Parexel International,"['Par exel International', 'Pàrexèl Internationa1', 'Parèxel International']","['RPM International', 'Baxter International', 'Lennox International', 'RPM Internationa1', 'Baxte r International']"
Parker-Hannifin,"['Parkér-Hannifin', 'Parker-Hannifìn', 'Pařker-Han nifin']","['LexmarkInternationa1', 'Harley-David5on', 'Sa-nmina', 'Core-Mark-Holding', 'Har1ey-Davidson', 'Western Union', 'Wèstern Union', 'Harley-Davidson', 'Western Uni0n']"
Party City Holdings,"['Párty City Holdings', 'Party C1ty. Holdings', 'Partý CityHoldings']","['Post Holdings', 'Sally Beaut y Holdings', 'Sally Beauty Holdings', 'Sears Holdings', 'Sear5 Holdings', 'Sally Beáuty Holdings']"
Patterson,"['Patter5on', 'Patrèson', 'Pattérson']","['Patterson-UTI Energy', 'Rayt heon', 'Harsco', 'Patterson UTI Enèrgÿ', 'PattèrsonUTI Energy', 'Raytheon', 'Watsco', 'Pantry']"
Patterson-UTI Energy,"['P@tterson-UTI Energy', 'Patterson UTI Enèrgÿ', 'PattèrsonUTI Energy']","['CenterPoint Energy', 'ValeroEnèrgy', 'Pattérson', 'Patterson', 'Valero Energy', 'Valero Ene rgy', 'Southwèstern Energy', 'Devon Energy']"
Paychex,"['Paychèx', 'Paÿchex', 'Paychex.']","['Apa che', 'Apache', 'Paçcar', 'rayTheon', 'Cóach', 'Coach']"
Peabody Energy,"['Peabody Ener gy', 'Peab0dy Energy', 'Pea body Energy']","['Puget Energy', 'EP Energy', 'Puģet Energy']"
Penn Mutual Life Insurance,"['Pènn Mutuál Life ïnsurance', 'PennMu tual Life Insurance', 'Penń Mutua1 Life Insurance']","['Mutuál of Omaha Insurance', 'Massachusetts Mutual Life Insurance', 'Ma55achusetts Mutual Life Insurance', 'New York Life Insurance', 'Mutuál of Amer1ca Life Insurance', 'Mutual of America Life Insurance', 'Massachusetts Mutuál Life Insurance']"
Penn National Gaming,"['Penn Nati0nal  Gaming', 'Pënn Nationál Gaming', 'Pènn National Gáming']","['International. Game Technology', 'National Fuel Gas', '1nternational Game Technology', 'International Game Technology', 'Internati0nal Game Techn0logy', 'Lincoln National']"
Penske Automotive Group,"['Pènskè. Automotive Group', 'Pénske Automotive Group', 'Penskè Automotive Gr0up']","['Asbury Automotive Group', 'Ásbury Automotive Group', 'Asbury Autom0tive Group']"
"Pep Boys-Manny, Moe & Jack","['Pep B0ys-Manny, Moe & Jacķ', 'PEp Boys-Manný, Moe & Jack', 'Pép  Boys-Manny, Moè & Jack']","['K apStone Paper & Packagi ng', 'KapStone Paper & Packaging', 'Eastman Ko dak', 'Fortune Brands Home & Security.', 'Fortune Brands Home & Security', 'FoƦtune Brands Home & Security', 'KápStone Paper & Packagṙng']"
Pepco Holdings,"['Pèpco Holdings', 'Pe pco Hold1ngs', 'Pepco. Holdings']","['Leidos. Holdings', 'Post Holdings', 'Post Holding5.', 'Realogy Holdings', 'Leidos Holdings', 'Po5t Hòldings']"
PepsiCo,"['Pep siCo', 'Pep51Co', 'PèpsiCo']","['News Corp.', 'KeyCorp', 'RPC', 'Ne ws Corp.', 'Patterson', 'Gènesco', 'rpC']"
PerkinElmer,"['Perk1nElmer', 'PerkinElμεr', 'PèrkinElmer']","['Emerson Electric', 'Price$mart', 'Verizon', 'Caterpillar', 'CentèrPointEner gy', 'Cerner', 'Ce.rner', 'PriceSmart']"
PetSmart,"['PeťSmart', 'PetSmarƚ', 'pet5mart']","['PriceSmart', 'Price$mart', 'Pr1ceSmart']"
Peter Kiewit Sons',"[""Péter Kiewit Sons'"", ""Peter Kiewit Son5'"", ""Péter Kiewit Son's'""]","['Western Union', 'tower5 Wat son', 'Western Digital', 'Párty City Holdings', 'Party City Holdings']"
Pfizer,"['Pfi zer', 'Pfižer', 'PFiZer']","['Fiserv', 'PBf Energy', 'Price$mart', 'PriceSmart']"
Philip Morris International,"['Philíp. Morris. Internationa1', 'Phìlip M0rris Internat1onal', 'PhílìpMorris Intèrnational']","['Marri0tt Inter national', 'RPM International', 'Marriott International', 'RPM Internationa1', 'R.P.M International', 'RP M Internationa1']"
Phillips 66,"['Phíllips 66', 'Phillips 66.', 'Ph 1llips 66']","['ConocoPhillips', 'ConocoPhil1ips', 'Cønoco Phillips', 'Wi lliams']"
