anchor_name,positive_name,negative_names
Asbury Automotive Group,AsbùryAut0motive Gròup,"['Pénske Automotive Group', 'Penskè Automotive Gr0up', 'Penske Automotive Group']"
Asbury Automotive Group,Asbury Autom0tive Group,"['Pénske Automotive Group', 'Penske Automotive Group', 'Pènskè. Automotive Group']"
Ascena Retail Group,Ascena Retaìl Group.,"['Hain Celestial Group', 'CUNA Mùtual Group', 'CUNA Mutual Group']"
Ascena Retail Group,Asçena Retail Gr0up,"['Alaska Air Group', 'Hain Celestial Group', 'Hain Ce1estial Gr0up']"
Ascena Retail Group,Ascéna Retail Group,"['Alaska Air Group', 'Hain Celestial Group', 'CUNA Mùtual Group']"
Ashland,A5hland,"['A. Schulman', 'Allergan', 'Allergan.']"
Ashland,Áshland,"['CsT Brand5', 'Hanèsbrands', 'Hanesbrands']"
Ashland,Ashlánd,"['A. Schulmán', 'A. Schulman', 'hSn']"
Assurant,Assuránt,"['Essèndant', 'Essendant', 'Avnèt']"
Assurant,A$surȧnt,"['Ashland', 'Monsanto', 'Monsant0']"
Assurant,Assúrant.,"['Essèndant', 'Essendant.', 'Essendant']"
Atmos Energy,Atmös Eneгgy,"['Alliant Energy', 'All1ant Energy', 'Puģet Energy']"
Atmos Energy,Atmos Ener gy,"['Consol Energy', 'TECo Energy', 'Cons0l E nergy']"
Atmos Energy,ÄtmosEnergy,"['Consol Energy', 'Cons0l E nergy', 'TECo Energy']"
Auto-Owners Insurance,Auto Owners Insurance,"['Mutuál of Omaha Insurance', 'Mutual of Omaha Insurance', 'Amica Mutuál Insurance']"
Auto-Owners Insurance,Au t0-Owners Insurance,"['Amica Mutuál Insurance', 'Amica Mutual Insurance', 'Hanóver Insurance Gr0up']"
Auto-Owners Insurance,Autó-0wners Insurance,"['Amica Mutuál Insurance', 'Amica Mutual Insurance', 'Hanóver Insurance Gr0up']"
Auto-Owners Insurance,Auto-Owners Insurance:,"['Mutuál of Omaha Insurance', 'Mutual of Omaha Insurance', 'Amica Mutuál Insurance']"
AutoNation,Són1c Automation.,"['Rockwell Automation', 'R0ckwell Automation', 'Rockwell Automati on']"
AutoNation,Aut0Nation,"['Nationwide', 'Nationwide.', 'Na tionwide']"
AutoNation,AutoNatíon,"['AutoZone', 'Au toZone', 'AutoZ0ne']"
AutoNation,AutoNat1on,"['AutoZone', 'Au toZone', 'AutoZ0ne']"
AutoZone,AutoZ0ne,"['Autodesk', 'AutoNatíon', 'AutoNation']"
AutoZone,Aut0Zone,"['Autodesk', 'AutoNatíon', 'AutoNation']"
AutoZone,Au toZone,"['AutoNatíon', 'AutoNation', 'AutoNat1on']"
Autodesk,Autodèsk,"['Autoliv', 'Autol1v', 'AutoZone']"
Autodesk,AutòDesk,"['Ametek', 'AutoZone', 'AutoZ0ne']"
Autodesk,Aut0desk,"['AutoZ0ne', 'Aut0Zone', 'Ametek']"
Autoliv,Autølív,"['AutoNatíon', 'AutòDesk', 'Autodèsk']"
Autoliv,Au toliv,"['AutoNation', 'Sonic Automotive', 'S0nic Automotivè']"
Autoliv,Autol1v,"['Autodèsk', 'Autodesk', 'AutoZone']"
Automatic Data Processing,Automatic Dàta Processing,"['tRw Automoti ve Holdings', 'AutoNation', 'TRW Automotivè Holdings']"
Automatic Data Processing,Automátic Data Pr0cessing,"['tRw Automoti ve Holdings', 'American Express', 'Alliance Data Systems']"
Automatic Data Processing,Automati.c Data Processing,"['tRw Automoti ve Holdings', 'AutoNation', 'TRW Automotivè Holdings']"
Avaya,Avay a,"['Aramark', 'Ara mark', 'Aa R']"
Avaya,Aváya,"['Aa R', 'SCANa', 'Avnèt']"
Avaya,Ava.Ya,"['Aramark', 'Ara mark', 'Aa R']"
Avery Dennison,Avery Dęnnison,"['We5ternUnion', 'SùneDison', 'Andersons']"
Avery Dennison,Ẽvery Denni5on,"['We5ternUnion', 'Henry Schein', 'Wèstern Union']"
Avery Dennison,Avery Denn1son,"['Andersons', 'Andersons.', 'Ameren']"
Avis Budget Group,AVlS Budget Gr0up,"['Asçena Retail Gr0up', 'TriNet Gr0up', 'Altria Group']"
Avis Budget Group,AVIS Budget. Group,"['CUNA Mutuäl. Group', 'CUNA Mutuäl Group', 'CUNA Mutual Group']"
Avis Budget Group,AvísBudget Gr0up,"['Asçena Retail Gr0up', 'TriNet Gr0up', 'Ascéna Retail Group']"
Avnet,Ávnet,"['Navient', 'Nav1ent', 'Gánnett']"
Avnet,avnEt,"['Navient', 'Nav1ent', 'Gannett']"
Avnet,Avnèt,"['Anthem', 'Navient', 'Nav1ent']"
Avon Products,Ávon Products,"['Sonoco Products', 'Sònoco Products', 'So noco Product5']"
Avon Products,aVonProductś,"['Sonoco Products', 'So noco Product5', 'Sònoco Products']"
Avon Products,Avoñ Prodücts,"['Sònoco Products', 'Sonoco Products', 'S0noco Prodúcts']"
Axiall,áxiaIl,"['Expèdia', 'Expedia', 'Visa']"
Axiall,Axial l,"['Pall', 'Pal l', 'Ball']"
Axiall,Axíall,"['Pall', 'Ball', 'Pal l']"
B/E Aerospace,B/E Aero5pace,"['Apache', 'CBRE Group', 'CB RE Group']"
B/E Aerospace,B/E Aerospáce,"['CBRE Group', 'CB RE Group', 'Antero Resourceś']"
B/E Aerospace,B/E Aer ospace,"['CBRE Group', 'Apache', 'CB RE Group']"
BB&T Corp.,B B&T Corp.,"['PG&È Corp.', 'PG&E Corp.', 'P G&E Corp.']"
BB&T Corp.,Bb&T Corp.,"['PG&È Corp.', 'PG&E Corp.', 'P G&E Corp.']"
BB&T Corp.,BB&T C0rp.,"['PG&È Corp.', 'PG&E Corp.', 'M&T Bànk Corp.']"
Babcock & Wilcox,Babçock & Wílcox,"['Stanley Black & Decker', 'Stan1ey Black & Decker', 'Qua lcomm']"
Babcock & Wilcox,Babcock & Wi1cox,"['BlackRock', 'Abèrcrombie & Fitch', 'Abercrombie & Fitch']"
Babcock & Wilcox,Babçock & Wilcox,"['Bank of americA Corp.', 'Bank of America Corp.', 'Stanley Black & Decker']"
Baker Hughes,Bàker Hughe5,"['kB Home', 'KB Home', 'KB H0me']"
Baker Hughes,Bákér Hùghes.,"['Zimmer Holdings.', 'kB Home', 'TöllBrothers']"
Baker Hughes,Bàke r Hughes,"['Sears Holdings', 'Sear5 Holdings', 'Sea rs Hold1ngs']"
Ball,Båll,"['Páll', 'Pall', 'Bèlk']"
Ball,Bäll,"['Páll', 'Pall', 'Bèlk']"
Ball,Ba1l,"['eBay', 'Pall', 'Pal1']"
Bank of America Corp.,Bank of americA Corp.,"['Bank of New York Mellon Corp.', 'Bánk of New York Mellon Corp.', 'Bank of New York Mellon C0rp.']"
Bank of America Corp.,Bánk of America Corp.,"['Bánk of New York Mellon Corp.', 'Bank of New York Mellon Corp.', 'American Tower']"
Bank of America Corp.,Bánk 0f America Corp.,"['Bánk of New York Mellon Corp.', 'American Tower', 'Bank of New York Mellon Corp.']"
Bank of New York Mellon Corp.,Bank of Nèw Y0rk Mellon Corp,"['Bank of americA Corp.', 'Bank of America Corp.', 'Bánk of America Corp.']"
Bank of New York Mellon Corp.,Bánk of New York Mellon Corp.,"['Bánk of America Corp.', 'Bank of americA Corp.', 'Bank of America Corp.']"
Bank of New York Mellon Corp.,Bank of New York Mellon C0rp.,"['Bank of americA Corp.', 'Bank of America Corp.', 'Bánk of America Corp.']"
Barnes & Noble,Barne5 & N0ble,"['Procter & Gamble', 'Pr0cter & Gamble', 'Time Warner Cable']"
Barnes & Noble,Barnès & noblè,"['Marsh & McLennan', 'Marsh & McLennañ.', 'Mars h & McLeñnan']"
Barnes & Noble,Bar nes & Noble,"['Procter & Gamble', 'Pr0cter & Gamble', 'Time Warner Cable']"
Baxter International,Baxte r International,"['Anixter International', 'Parèxel International', 'Parexel International']"
Baxter International,Baxter Internationá1,"['Anixter Interna tionál', 'Ànìxter Internatìonál', 'An¡xter InternationaI']"
Baxter International,Båxter Internati0nal,"['Anixter International', 'Brinker International', 'Br1nker International']"
Beacon Roofing Supply,Be acon Roofing Supply.,"['Trac tor Supp ly', 'Tractor Supply', 'Tràctor Supply']"
Beacon Roofing Supply,Beacon R00fing Supply,"['Tractor Supply', 'Trac tor Supp ly', 'Tràctor Supply']"
Beacon Roofing Supply,Beacón Roofing Supply,"['Trac tor Supp ly', 'Tractor Supply', 'Tràctor Supply']"
Becton Dickinson,Bec ton Dîckinson,"['Pc Connection', 'Benchmark Electronics', 'Boston Scientific']"
Becton Dickinson,Becton D1ckìnson,"['Western Union', 'Avery Dęnnison', 'Avery Dennison']"
Becton Dickinson,Bect0n Dickinson,"['Western Union', 'SùneDison', 'Avery Dęnnison']"
Bed Bath & Beyond,Bèd Bath & Beyond,"['Big Heart Pet Brands', 'B1g Heart Pet Brands', 'Raytheon']"
Bed Bath & Beyond,Bed Bath & Beyònd,"['BigHeart Pet Brand5', 'Big Heart Pet Brands', 'B1g Heart Pet Brands']"
Bed Bath & Beyond,Be d Bath & Beyond,"['BigHeart Pet Brand5', 'Big Heart Pet Brands', 'B1g Heart Pet Brands']"
Belden,Be1den,"['jArden', 'Mednax', 'Jarden']"
Belden,Bèlden,"['jArden', 'Jarden', 'Bóeing']"
Belden,Bel. den,"['Belk.', 'Celgene', 'Belk']"
Belk,Bèlk,"['Båll', 'Bäll', 'Ball']"
Belk,Be1k,"['Ba1l', 'oneÖk', 'Oneok']"
Belk,Belk.,"['Belden', 'Bel. den', 'Båll']"
Bemis,Be mis,"['Zoetis', 'Z0etis', 'Exelis']"
Bemis,BeM!s,"['cBs', 'arCBest', 'ArcBest']"
Bemis,Bèm1s,"['cBs', 'Be1k', 'Zoètis']"
Benchmark Electronics,Bènchmark Electronics,"['Árrow Electronics', 'Arrow Electronics', 'Arroω E1ectronics']"
Benchmark Electronics,Be nchmark Electrönics,"['General Electric', 'Árrow Electronics', 'Arrow Electronics']"
Benchmark Electronics,Benchmark Electr0nics,"['General Electric', 'Árrow Electronics', 'Arrow Electronics']"
Berkshire Hathaway,Berkshìre Hathaway,"['Hershey', 'Teneť Healthcare', 'Tenet Healthcarè']"
Berkshire Hathaway,Berkshire Hatháway.,"['Kinᵈred Healthcare', 'Kindred Healthcare', 'Kin.dred Healthcare']"
Berkshire Hathaway,Bèrkshire  Hathaway,"['Kinᵈred Healthcare', 'Kindred Healthcare', 'Kin.dred Healthcare']"
Berry Plastics Group,Berry Plastics Gr oup,"['Wárner Músic Group', 'Warner Music Group', 'War ner Music Group']"
Berry Plastics Group,Berry Plastics Gr0up,"['Wárner Músic Group', 'Warner Music Group', 'Warner Music Gròup.']"
Berry Plastics Group,Beŗry Plastics Group,"['Wárner Músic Group', 'Warner Music Group', 'War ner Music Group']"
Best Buy,Best Buÿ,"['arCBest', 'ArcBest', 'West']"
Best Buy,Bèst Buy,"['Jet BluèAirways', 'Blàckstone Gr0up', 'Blackstone Group']"
Best Buy,Be5tBuy,"['eBáy', 'eBay', 'eBay.']"
Big Heart Pet Brands,BigHeart Pet Brand5,"['Tupperware Brands', 'tUppeŕware Brandś', 'Tupper wáre Brands']"
Big Heart Pet Brands,Big Heart_Pet Brands,"['Tupperware Brands', 'Hìllshire Brands', 'Hillshire Brands']"
Big Heart Pet Brands,B1g Heart Pet Brands,"['Tupperware Brands', 'Tupper wáre Brands', 'Hìllshire Brands']"
Big Lots,B1g Lots,"['xpO Logistics', 'XPO Logistics', 'L1thia Motors']"
Big Lots,Big L0ts,"['Buřlington Storès', 'Burlington Stores', 'Vi sa']"
Big Lots,BîgLots,"['Loèws', 'Loews', 'Zoètis']"
Bio-Rad Laboratories,ᗷio-Rád   Laboratories,"['Forest Laboratories', 'Abbott Laboratories', 'Abbott Laboratories.']"
Bio-Rad Laboratories,Bìo-Rad Laborat0ries,"['Forest Laboratories', 'Abbott Laboratories', 'Abbott Laboratories.']"
Bio-Rad Laboratories,Bio- Rad Labo.ratories,"['Forest Laboratories', 'Abbott Laboratories', 'Abbott Laboratories.']"
Biogen,Bìogen,"['Boeing', 'Boe ing', 'àMgen']"
Biogen,Biogen.,"['Boeing', 'Boe ing', 'àMgen']"
Biogen,B1ogen,"['Boeing', 'Boe ing', 'àMgen']"
BlackRock,BlackRòck,"['Stanley Black& Decker', 'Bèlk', 'Belk']"
BlackRock,BlаckR0ck,"['Bèlk', 'Belk', 'h&r Blöck']"
BlackRock,BláckRock,"['H&R Block', 'Bèlk', 'Belk']"
Blackstone Group,Blac kstone Group,"['Ryland Group', 'Beŗry Plastics Group', 'Berry Plastics Group']"
Blackstone Group,Blàckstone Gr0up,"['Ryland Gr0up', 'Berry Plastics Gr0up', 'PulteGroup']"
Blackstone Group,Black5tone Group,"['Ryland Group', 'PulteGroup', 'Priceline Group']"
Bloomin' Brands,B1oomin' Brands,"['Yum Brands', 'Yùm. Brands', 'L Brands']"
Bloomin' Brands,Blöomin' Brànds,"['Yum Brands', 'Yùm. Brands', 'L Bránds']"
Bloomin' Brands,Bloomin' Brand5,"['Yum Brands', 'Yùm. Brands', 'L Brands']"
Boeing,B0eing,"['Bemis', 'Hexion', 'Bìogen']"
Boeing,Bóeing,"['Bemis', 'Hexion', 'Bìogen']"
Boeing,Boe ing,"['Bìogen', 'Biogen', 'B1ogen']"
Boise Cascade,Boise Cas cade,"['Iαsis Healthcare', 'Iasis Healthcare', 'IA5is Hea1thcare']"
Boise Cascade,8oise Cascade,"['Iαsis Healthcare', 'Iasis Healthcare', 'IA5is Hea1thcare']"
Boise Cascade,Boìse Cascade,"['Esteè Lauder', 'Estee Lauder', 'Bel. den']"
Bon-Ton Stores,Bon-Ton Store5,"['Burlington Stores', 'BùrlingtonSto res', 'Buřlington Storès']"
Bon-Ton Stores,B0n-Ton Stores,"['Burlington Stores', 'BùrlingtonSto res', 'Buřlington Storès']"
Bon-Ton Stores,Bón-Ton Stores,"['Burlington Stores', 'BùrlingtonSto res', 'Buřlington Storès']"
Booz Allen Hamilton Holding,Booz Allen Hamilton Holding.,"['Allison Transmission Holdings', 'Allison Transmission. Holdings', 'Al1isón Transmission Holdings']"
Booz Allen Hamilton Holding,B0oz Allen Hamil ton Holding,"['Allison Transmission Holdings', 'Allison Transmission. Holdings', 'Al1isón Transmission Holdings']"
Booz Allen Hamilton Holding,Bóoz Allen Hamilt0n Holding,"['Allison Transmission Holdings', 'Allison Transmission. Holdings', 'Team Hèalth Holding5']"
BorgWarner,Borg Wárner,"['Time Warner', 'Gar tner', 'Targa Energy']"
BorgWarner,BorgWarner.,"['T1meWarner', 'Gartner', 'Time-Warner']"
BorgWarner,B0rgWarner,"['T1meWarner', 'Gartner', 'Time-Warner']"
Boston Properties,Bôston Properties,"['Generál Gr0wth Properties', 'General Growth Properties', 'Gene rál Growth Properties']"
Boston Properties,Boston Propèrties,"['Bon-Ton Stores', 'General Growth Properties', 'Gene rál Growth Properties']"
Boston Properties,B0ston Properties.,"['Generál Gr0wth Properties', 'General Growth Properties', 'Gene rál Growth Properties']"
Boston Scientific,Bo5ton Sc1entific,"['therMo Fìsher Scìentific', 'Thermo Fisher Scientific', 'Union Pacific']"
Boston Scientific,B0ston Scientific,"['therMo Fìsher Scìentific', 'Thèrm0 Físher Scientific', 'Thermo Fisher Scientific']"
Boston Scientific,Bostón Scientifíc,"['Thermo Fisher Scientific', 'therMo Fìsher Scìentific', 'Thèrm0 Físher Scientific']"
Boyd Gaming,Boyd Gamin g,"['Boe ing', 'Boeing', 'Pënn Nationál Gaming']"
Boyd Gaming,B0yd Gáming,"['Boe ing', 'Bóeing', 'Boeing']"
Boyd Gaming,Bøyd Gam1ng,"['Boe ing', 'W.W. Grainger', 'W.W. Gra1nger']"
Brink's,Brinks,"['L Bránds', 'L Brands', '1 Brands']"
Brink's,Br1nk's,"[""Áaron's"", ""Aaron's"", ""Aar0n's""]"
Brink's,Brínk's,"[""Áaron's"", ""Aaron's"", ""Aar0n's""]"
Brinker International,B rinkèr International,"['Baxte r International', 'Edison International', 'Baxter International']"
Brinker International,Br1nker International,"['Baxter International', 'Baxte r International', 'Anixter International']"
Brinker International,Brinker Intèrnational,"['Baxter International', 'Baxte r International', 'Anixter International']"
Bristol-Myers Squibb,Bristol-Myers Squíb b,"['Tràctor Supply', 'Tractor Supply', 'Chàrles Schwáb']"
Bristol-Myers Squibb,Brístol-Myers-Squibb,"['Emerson Electric', 'Blàckstone Gr0up', 'Blackstone Group']"
Bristol-Myers Squibb,Br1stol-Myers Squ1bb,"['Tràctor Supply', 'Tractor Supply', 'Chàrles Schwáb']"
Broadcom,Broadcom.,"['V¡acom', 'Viacom', 'Via com']"
Broadcom,Broadçom,"['L Brands', 'Brown-Forman', '1 Brands']"
Broadcom,Br0adcom,"['V¡acom', 'Viacom', 'Via com']"
Broadridge Financial Solutions,BróadrÍdge Financial Solutions,"['LPL Financial Holdings', 'E*Trade Financial', 'Thrivent Financial for Lutherans']"
Broadridge Financial Solutions,Broadridge Financial Solu tions.,"['Thrivent Financial for Lutherans', 'LPL Financial Holdings', 'Thri vent Financial for Lutherans']"
Broadridge Financial Solutions,Br0adridge Financ1al Solutions,"['Thrivent Financial for Lutherans', 'LPL Financial Holdings', 'Thri vent Financial for Lutherans']"
Brocade Communications Systems,Brocade C0mmunications Sy5tems,"['Frontier Communications', 'Front1er, Communications', 'FrontíerCommunications']"
Brocade Communications Systems,Brócade Communications Systems.,"['Charter Communications', 'Frontier Communications', 'Charteŕ Communic ations']"
Brocade Communications Systems,Br0cade Commun1cations Systems,"['Charter Communications', 'Frontier Communications', 'Charteŕ Communic ations']"
Brookdale Senior Living,Brookdalé Seni0r Living,"['Boe ing', 'Boston Scientific', 'Bo5ton Sc1entific']"
Brookdale Senior Living,Brook dale Sen1or. Living,"['Booz Allen Hamilton Holding', 'Booz Allen Hamilton Holding.', 'Boe ing']"
Brookdale Senior Living,Br00kdále Senlor Living,"['WorldFuèl Services', 'B0oz Allen Hamil ton Holding', 'World Fuel Services']"
Brown-Forman,Br0wnFo rman,"['BorgWarner', ""Bloomin' Brands"", ""Bloomin' Brand5""]"
Brown-Forman,Brown°F0rman,"['BorgWarner', 'Sanderson Farms', ""Bloomin' Brands""]"
Brown-Forman,Brown- Fórman,"['Iron Mountain', 'Sanderson Farms', 'I ron Mountain']"
Brunswick,BRuNswick,"['Mósaic', 'Mosaic', 'Brinks']"
Brunswick,Brunsw1ck,"['Brinks', ""Brínk's"", ""Brink's""]"
Brunswick,Bruns wick,"['Brinks', ""Brínk's"", ""Brink's""]"
Buckeye Partners,Buçkeye.Partners,"['NGL Energy Partners', 'Ferrellgas Partners', 'Ferre11gas Partners']"
Buckeye Partners,Buc keye Partners,"['NGL Energy Partners', 'régency energy Partners', 'Regency Energy Partners']"
Buckeye Partners,Buckèye Partner5,"['NGL Enèrgy Partners', 'régency energy Partners', 'Regency Energy Partners']"
Burlington Stores,Buřlington Storès,"['Bón-Ton Stores', 'Bon-Ton Stores', 'B0n-Ton Stores']"
Burlington Stores,BùrlingtonSto res,"['Bón-Ton Stores', 'Bon-Ton Stores', 'B0n-Ton Stores']"
Burlington Stores,burLington St0res,"['Wòrthington Industries', 'Worthington Industries', 'Bón-Ton Stores']"
C.H. Robinson Worldwide,C.H Rexbìn50n Worldw1de,"['Y R C Worldwide', 'YRC Worldwide', 'YRC Wòrldwide']"
C.H. Robinson Worldwide,C.H. Robinson. Worldw1de,"['Y R C Worldwide', 'YRC Worldwide', 'Hilton Worldwide Holdings']"
C.H. Robinson Worldwide,C.H. R0binS0n W0rldwide,"['Y R C Worldwide', 'YRC Wòrldwide', 'YRC Worldwide']"
C.R. Bard,C.R. Bárd,"['C.ST Brands', 'W.R. Berklèy', 'W.R. Berkley']"
C.R. Bard,C.R. Bàrd,"['C.ST Brands', 'W.R. Berklèy', 'W.R. Berkley']"
C.R. Bard,C.R. Bard,"['C.ST Brands', 'W.R. Berklèy', 'W.R. Berkley']"
CA,ca.,"['R.PC', 'HCP.', 'F.MC']"
CA,CÁ,"['rpC', 'nCR', 'RPC']"
CA,C A,"['SCáNA', 'SCANa', 'SCANA']"
CACI International,CAC1 Internationa1,"['WESCO International', 'RPM International', 'RPM Internationa1']"
CACI International,CACI. Intèrnational,"['WESCO International', 'R.P.M International', 'RPM International']"
CACI International,CÁC1 Internatioņal,"['WESCO International', 'RPM International', 'WeSó International']"
CBRE Group,CB RE Group,"['CME Group', 'CM E Group', 'EMCOR Group']"
CBRE Group,CBRè Group,"['EMCOR Group', 'hRg Group', 'HRG Group']"
CBRE Group,CBR3Group,"['EMCOR Group', 'hRg Group', 'HRG Group']"
CBS,CB5,"['arCBest', 'CÁ', 'CA']"
CBS,C.BS,"['ChS', 'CSX', 'CHS']"
CBS,cBs,"['arCBest', 'lBM', 'KBR']"
CDW,CD.W,"['DsW', 'DSW', 'DS W']"
CDW,cDW,"['DsW', 'DSW', 'DS W']"
CDW,CDW,"['DsW', 'DSW', 'DS W']"
CDW,D5W,"['DsW', 'DSW', 'DS W']"
CF Industries Holdings,Cf Industries Ho1dings,"['Windstream Holdings', 'HCC Insurance Holdings', 'Windstream. Holdings']"
CF Industries Holdings,C.F Industries Holdings,"['Windstream Holdings', 'HCC Insurance Holdings', 'Windstream. Holdings']"
CF Industries Holdings,CF Indu5triesHoldings,"['HCC Insurance Holdings', 'HCC Insurance. Holdings', 'HC C Insurance Holdings']"
CH2M Hill,CH2M.Hill,"['H.j. HeinZ', 'H.J. Hèinz', 'H.J. Heinz']"
CH2M Hill,CH2M Híll,"['fM globál', 'FM Global', 'FM Gl0bal']"
CH2M Hill,C H2M Hill,"['Èli Lilly', 'fM globál', 'FM Global']"
CHS,C.HS,"['IHS', 'I.HS', 'HSN']"
CHS,CH5,"['HP', 'CÁ', 'CA']"
CHS,1HS,"['IHS', 'HSN', 'I.HS']"
CHS,ChS,"['CSX', 'CBS', 'CS.x']"
CIT Group,CIT Gröup,"['CMÈ Group', 'CME Group', 'CME Gr0up']"
CIT Group,C1T Group,"['CMÈ Group', 'CME Group', 'CM E Group']"
CIT Group,C1 T Group,"['CMÈ Group', 'CME Group', 'CM E Group']"
CME Group,CMÈ Group,"['CIT Group', 'C1T Group', 'CBRè Group']"
CME Group,CM E Group,"['CBRE Group', 'CB RE Group', 'CIT Group']"
CME Group,CME Gr0up,"['CBRE Group', 'CB RE Group', 'CIT Gröup']"
